HAA 5465,145768,14
HAA 1065,140986,14
SCP 9657,1053080,9
NBA 1282,104768,5
AQL 446,346418,1
B578438,411907,8
SDT 178,1077495,9
HAN 937,110688,14
DAA 4779,900012852,18
SBA 8125,915005,9
SBD 6464,1026262,9
SBC 4609,1007082,9
IAA 1318,341208,10
STC 2865,1134012,9
PAA 1539,104066,7
SBK 5886,1187791,9
OAA 6744,44049,6
SAS 6665,370617,9
HAB 3241,143062,14
APT 672,337630,1
AAF 8010,727331,1
SAC 6457,946573,9
SAW 9807,964302,9
SAZ 5724,461530,9
LNA 2298,30260,3
SAZ 6523,427663,9
SAE 2030,401741,9
SAH 1768,362934,9
ATM 1825,127748,1
SBX 1160,1034145,9
OAB 9079,38452,6
SAC 5268,945148,9
PAA 4270,25467,7
APU 597,416241,1
SAQ 3582,400339,9
JYO 8234,135827,12
QAB 1199,3319501,4
SDP 438,1072011,9
SAP 2916,477779,9
SAA 7594,926366,9
SBN 3650,293948,9
LDA 2973,94810,3
BHA0078,406784,8
AAE 2033,265346,1
SBX 5507,969990,9
B542471,207982,8
SCE 8541,413145,9
OAA 4437,40035,6
SBE 8773,1056527,9
ATP 1679,741819,1
STP 2014,935851,9
SAI 3788,499289,9
SDC 798,1055179,9
B552831,492017,8
OAA 8981,48333,6
B514867,403210,8
SBC 8780,1013566,9
APV 287,420501,1
SAH 3718,286014,9
ARI 022,300767,1
SBE 5410,512496,9
MAD6041,98883,15
ATM 1040,170507,1
SAE 6657,422071,9
KML615,22268,16
ARG 126,331462,1
SBK 4237,1184265,9
SBE 8447,1055465,9
AAI 3917,234370,1
CCB 4094,1017984,13
B547182,474556,8
B545704,471740,8
SBI 1393,1139276,9
B562109,153963,8
B548747,478280,8
SAJ 6118,497200,9
B124809,449065,8
SAR 1827,401186,9
SDS 905,1077079,9
APM 639,379178,1
SBJ 4736,1165185,9
SBE 7298,344084,9
AAP 5414,347340,1
AAE-7770,172621,1
SDI 3008,1187269,9
AAF 8157,736695,1
SAC 5165,945043,9
SAA 4052,920077,9
JFD 584,126271,12
B128783,467943,8
AAC 6165,375496,1
SBG 4794,1021596,9
ARW 100,371360,1
SAZ 1458,482325,9
ATC 1301,378512,1
AAU 6518,307665,1
SAH 1960,346761,9
SAU 7009,447458,9
SAS 3783,510643,9
B536235,447673,8
SAA 2014,997344,9
AAD 2686,115651,1
SBE 3491,1041116,9
SAK 8043,492894,9
SAW 7456,963169,9
LMA 1104,40540,3
DVE 0290,900024134,18
SBG 9840,1113902,9
SBY 5004,994014,9
LJA 1060,39620,3
LKA 1998,35960,3
JFB 2752,129962,12
AAD 1686,211353,1
AQG 046,122076,1
B204324,258850,8
AE 23402,136324,1
IAA 7591,345045,10
B550142,482472,8
B118263,409702,8
B126729,446098,8
B502123,352547,8
B115945,408144,8
SBH 3105,427750,9
SBR 4104,429087,9
OAM 261,42840,6
SAW 2752,453909,9
AAF 8581,729354,1
SBE 8078,1054251,9
SFY 791,1165719,9
CCB 3774,4971,13
LDA 5068,116370,3
BBW866,517133,8
MAA9804,122585,15
SBA 7739,990344,9
SBB 7253,919214,9
AAF 7939,173650,1
EMB 3722,332162,2
JFB 1056,109071,12
SBC 1234,1002506,9
SAE 6536,951905,9
B147331,519576,8
AAG 6334,745744,1
SAV 1279,503772,9
B521649,413362,8
JFC 1371,128672,12
MAG 1711,107434,15
SAA 2848,998385,9
SAE 7034,510735,9
IAB 2522,348991,10
SAY 4978,403328,9
SBA 8238,409269,9
AUM 507,380591,1
SAJ 7057,494519,9
SAR 8833,319074,9
AAC 8908,257031,1
MAA3105,109646,15
AAD 7773,253551,1
SAG 3507,511194,9
MAA9931,125342,15
AAF-6389,282307,1
LDA 3998,103840,3
SBP 9450,983868,9
AAD 1724,286545,1
SAV 7911,503747,9
SAZ 5221,420464,9
SBJ 9261,1174458,9
SAO 6967,491126,9
SBF 8633,1086432,9
EMB 4064,901764693,2
SAR 2275,454974,9
SLP 039,1094168,9
SAE 6387,240325,9
AOÑ 884,348414,1
LGF 177,67940,3
SEZ 886,1123774,9
JYA 826,130705,12
ATM 1016,378699,1
STI 9,1096478,9
SAI 9941,487396,9
AAC 6474,130470,1
SBG 8054,1109782,9
LKA 1940,35760,3
JFB 4954,112056,12
RTP1060,99669,17
QAV 997,791401,4
PDI 0031,21208,7
LCE 470,95800,3
HAB 4341,151271,14
SBR 5198,471446,9
SCH 5253,1175541,9
AAF 7555,728170,1
STP 1984,441773,9
B544691,468106,8
PAA 5714,101684,7
SBL 7878,506790,9
PAB 9999,1016,7
AAG-3649,736421,1
QAC 1735,4003798,4
HIC 722,140298,14
MAB9565,126686,15
SBG 2540,1096052,9
SAQ 3136,277753,9
SBE 8427,1055426,9
SAI 8797,394010,9
IAB 5793,356057,10
AAE 8402,720190,1
SAN 8715,511196,9
B131138,483285,8
SAX 4722,468446,9
ATP 2812,344493,1
SAR 1066,414672,9
SAE 7779,516368,9
AQC 962,374646,1
SBM 9547,1051832,9
AAF 4781,725415,1
SBI 4983,1056888,9
AAH 7131,261007,1
SAO 7514,506166,9
CCA 6757,1013108,13
RAV891,110845,17
QAE 6166,4004118,4
B550832,485594,8
SBJ 9137,1174077,9
SAV 5040,456731,9
SCH 6389,1140446,9
CCA 4787,106184,13
AAA 7235,318098,1
QAE 5766,3009701,4
AAB-7972,279992,1
SBK 1922,1178578,9
SAX 6972,984341,9
SEY 989,1121209,9
AAC 1088,174022,1
SBJ 5083,435921,9
SFQ 634,1149056,9
STP 5237,477679,9
SAO 7610,434679,9
SFY 497,1165070,9
B542516,463396,8
B126136,455229,8
AAC 9134,429957,1
SCL 5585,1163778,9
B133595,503234,8
SCR 4295,439323,9
LCF 280,101880,3
LNA 1517,29270,3
EMB 5841,902108930,2
SBG 9923,1114122,9
SAI 8437,413695,9
AAB 4752,366300,1
GAA 6012,20864,0
SAC 3897,922790,9
NAC 3595,33528,5
ATC 1265,174166,1
DAB 1075,900016128,18
SCK 3637,1166252,9
B566834,497712,8
DAA 2374,900022367,18
RAB1452,76419,17
B505195,362903,8
LEA 2952,90500,3
SBF 7517,500820,9
B587045,507727,8
AAE 1507,319923,1
KMC393,29761,16
SAA 1658,996903,9
AUL 294,367459,1
AQF 725,352129,1
SCA 8396,1145162,9
PAB 383,100552,7
SBR 5467,1016811,9
SAB 1232,929080,9
SBC 7405,1011013,9
SBF 9891,995096,9
SBR 2839,461533,9
SAW 2009,437936,9
SAS 9641,907840,9
AAE 8164,323151,1
PAA 5146,24043,7
SBI 9327,470226,9
GBA 2946,16783,0
B548064,476628,8
SAS 1933,483340,9
AAJ 6923,237101,1
MAB6487,117132,15
SAW 7113,453295,9
CBB 2764,109158,13
STC 2428,1104651,9
SBH 9776,1137731,9
SBZ 9547,488917,9
AAD 7559,273016,1
SET 381,1112885,9
LCF 673,105240,3
SBE 8700,1056270,9
EF 75400,49717,2
AAD 9759,268473,1
STC 8011,974958,9
B708673,477226,8
KMP478,13065,16
AAH 8298,265503,1
SBL 5112,422904,9
SBI 5910,1149641,9
SAA 9032,927849,9
SAG 6816,505276,9
SAN 4906,350266,9
SAZ 9694,232709,9
AAC 7888,272110,1
AAA-5994,310911,1
IAB 7954,351072,10
B123573,443432,8
B544549,467739,8
AAC 9848,325400,1
SAX 7341,991732,9
AAD 3056,171328,1
SAF 2646,453879,9
SEZ 612,1122124,9
AAF-4237,273120,1
SCB 7465,509614,9
HTP 274,102296,14
SBB 9925,1002116,9
SER 805,988443,9
B124985,449821,8
SBJ 6590,1168659,9
SBK 4556,1185189,9
APT 827,373132,1
IAA 6729,349540,10
SBI 9996,1000671,9
B570492,351068,8
EMA 8920,615464,2
AAB 8107,314524,1
AAE 9741,337097,1
RAD 1617,99765,17
SBJ 6850,1169215,9
B100712,353220,8
DAA 1138,900014641,18
AAA 5097,153321,1
AQJ 576,329410,1
SBP 5808,1112895,9
SAB 7816,937656,9
SAC 4861,944677,9
ARD 446,335553,1
SBH 5276,1126502,9
SBJ 7737,375341,9
GBA 2984,27503,0
SBF 2717,1066619,9
SBI 7980,1153829,9
B124545,447991,8
SAB 4502,923502,9
SBC 8515,448717,9
SCF 2591,941965,9
SBG 1494,1093558,9
SAW 1319,441209,9
SBD 4150,1021264,9
AAG 9487,237810,1
RAC 3275,85002,17
SBF 3977,1070268,9
LFA 1839,55200,3
SAF 8412,484313,9
SAI 2072,401832,9
SCG 3295,1127612,9
SAN 7257,409081,9
B804060,500976,8
AAF 1033,720800,1
SBG 4098,1100223,9
ATP-2939,119366,1
LCA 9648,97200,3
LEA 1117,83700,3
QAD 6414,1440101,4
SBI 9648,1157078,9
SAZ 7095,973466,9
B130014,473819,8
AAE 2012,326881,1
B207607,511487,8
SCA 8707,1186150,9
B502727,354062,8
AAG 7681,747181,1
SBD 1786,1017141,9
AAD 1938,113845,1
AAA 5945,320859,1
SAB 5038,934433,9
SAW 2370,388941,9
SCF 6664,445058,9
SAV 1126,387365,9
SGH 119,1180970,9
QAB 5163,2752901,4
LKA 1315,29670,3
SAR 7319,990282,9
SAU 3017,451950,9
SCL 5680,1046870,9
SBH 6449,1129550,9
AAB 2354,336701,1
SCH 2422,1006087,9
SAG 8281,905409,9
NAK 2250,109468,5
SBA 2434,433964,9
OBL 155,44329,6
GBD 578,19778,0
SAE 4781,446902,9
FRA 5672,8653,11
SAF 5414,982969,9
SAI 9220,334774,9
SBA 3206,978148,9
B112948,399866,8
SCB 960,1013781,9
LDB 2498,115900,3
CCA 5704,108936,13
SAJ 7187,412294,9
SAJ 5386,352392,9
EMA 9360,331033,2
SBR 4962,1132911,9
SBE 5936,1047330,9
SAR 9080,393017,9
SAQ 1223,391585,9
BAN279,464537,8
JFB 1101,131984,12
SAY 5856,969192,9
SAI 6735,906810,9
SAS 7708,406686,9
SAY 2536,364382,9
B123834,444487,8
FTC 1060,10037,11
STP 2606,967163,9
LCA 3011,61610,3
AAF 9697,730764,1
AAA-3682,291114,1
LGE 624,63900,3
STP 4213,1166790,9
SME 3301,1183439,9
SAZ 3278,971559,9
LCA 2606,81230,3
IAA 9143,345885,10
LGF 323,69250,3
LBA 2449,105120,3
SAE 9625,491132,9
B207341,494617,8
SAN 1041,492851,9
SBR 3082,1040796,9
SAQ 7747,350134,9
AAE 1333,170637,1
RAA8236,81926,17
LTP 3699,37070,3
SBG 4021,1100057,9
AAE-8403,374973,1
SAW 5444,341618,9
SBI 1795,1140195,9
B552879,493701,8
LCD 523,81070,3
OAA 5820,38144,6
AAC 5307,334233,1
SFL 668,1140113,9
ERB 1331,363194,2
SBA 7888,479931,9
SBI 2548,1142328,9
SBW 9157,1119225,9
DAA 1253,900019394,18
AAN 4537,300299,1
SAR 5466,436244,9
SAK 3183,471657,9
SAC 9986,951150,9
SAX 8126,376022,9
B539186,455751,8
AAW 7327,401883,1
LJB 868,26710,3
SBC 3398,434184,9
AAR 4731,168996,1
STC 2959,1105020,9
AAG 6712,744615,1
DEM 646,75916,18
SAF 7441,316669,9
FRO  087,10708,11
FRA 7167,9311,11
B543047,464458,8
SAX 9461,319443,9
SFC 574,1126346,9
SAW 7865,441087,9
CCA 4234,102721,13
SCF 1452,394215,9
SAA 3054,998619,9
EMA 7988,612172,2
SBA 5566,980741,9
AAE 1940,147970,1
LDD 537,98360,3
SAK 4976,498506,9
B125840,404054,8
SBI 7108,1047611,9
HAN 231,142804,14
AAF-6498,725995,1
SAE 9397,470475,9
GAB 1813,4207,0
SBZ 9096,1133705,9
SBE 129,969106,9
SAS 9263,227815,9
SAF 8335,437115,9
AAB 6766,225884,1
FRB 1015,6611,11
AAI 4064,170482,1
AAW 3385,227374,1
APW-322,414892,1
ANF 172,236165,1
B555067,499284,8
SBL 6788,954221,9
IAB 6160,343324,10
SBS 401,916435,9
SBH 5497,1127169,9
AAG 6360,131905,1
LED 363,71370,3
B703271,204623,8
SAN 2010,425686,9
B133341,501467,8
AAE 4409,213079,1
JFC 378,119799,12
SAK 3717,371693,9
B564132,474173,8
SBH 2743,1118947,9
AAF 3030,302533,1
SAG 3318,477798,9
STC 2858,1103523,9
SBI 7207,414981,9
SGY 852,1089517,9
SBD 8116,1029901,9
AAE 5925,249241,1
IAA 4279,340312,10
SBJ 4723,980977,9
SFO 112,1144207,9
BBO138,502141,8
SAX 4129,409110,9
B551338,490345,8
SAH 4124,489255,9
SBG 3195,1098084,9
SCU 321,1042370,9
AAC 1327,341017,1
STC 2716,1106916,9
SAS 6804,361369,9
AAC 2613,266598,1
CCA 3162,9720,13
SBJ 2529,1160749,9
AAE 8835,310531,1
LKA 2530,38730,3
SAE 4938,427837,9
SBK 1063,1176388,9
SBJ 5814,1167271,9
NAC 3687,33119,5
RAD 6301,84456,17
SAG 8045,282196,9
QAD 972,4003964,4
SAL 3927,1109681,9
SBR 4888,996695,9
B705700,433772,8
IAA 9447,356039,10
B134816,514522,8
SFF 555,1130548,9
SBR 4213,1152038,9
SBG 2840,1097109,9
RAB 9264,106742,17
B556713,509019,8
SBA 4144,271817,9
NAG 7496,104198,5
SBJ 7171,1170049,9
SBF 1387,1061949,9
SAP 1354,907630,9
AAD 9656,717642,1
B528425,429599,8
SBA 2265,939744,9
SAH 5333,322104,9
SAF 6264,429410,9
LBA 3244,69990,3
RAA7671,105646,17
SCR 8294,494093,9
RAO749,107199,17
LDA 3885,102510,3
JFA 442,128023,12
SAG 2363,427454,9
AAE 6494,728404,1
SBG 3371,1098507,9
QAE 5158,1839501,4
SBH 4986,930094,9
IAA 7017,346869,10
NAB 2509,36283,5
DVE 0927,64818,18
SAC 5592,945543,9
AAF 7135,124463,1
SAW 6269,500041,9
PAA 5186,10271,7
SAR 9525,346350,9
SFT 856,1155680,9
LFA 1132,85610,3
B140024,467607,8
AAG 5788,258260,1
B132589,492764,8
SEO 19,1105692,9
SAQ 8616,342269,9
SAJ 7921,444775,9
KDE316,37746,16
SAE 9267,507280,9
GAN 953,27581,0
AAB-2260,155431,1
KDJ309,40390,16
SAV 7350,346956,9
MAA5396,90992,15
LFA 3822,54450,3
SBG 1078,1092403,9
SAI 5950,437644,9
CCB 1268,5032,13
SFH 752,1133932,9
SBK 3357,1182239,9
SBR 7032,1054592,9
SAW 9793,454979,9
ERB 0747,246046,2
SBC 4490,464015,9
SBB 2681,976738,9
B525657,424450,8
JFB 2803,130480,12
SCK 1365,1174553,9
SAW 8834,963879,9
B708557,412656,8
SEU 101,1113858,9
SBI 5210,1148296,9
SDY 70,1082754,9
AAD 9563,123368,1
STU 0367,911813,9
SAD 1465,948527,9
AAI 3525,306267,1
OAB 1071,43237,6
AAD 7012,324530,1
GAM 513,25148,0
SAN 7755,505739,9
SAE 5248,440331,9
SCR 9240,1022955,9
SBE 5919,1047232,9
SAV 9491,961767,9
AAD 7795,203225,1
SAR 1780,387129,9
AAB 3335,363559,1
AAO 8127,367597,1
SBH 1195,335342,9
SAH 9141,421462,9
MAC9742,113897,15
B553942,470796,8
JYO 4528,136732,12
AAG 1087,730894,1
AAE 5748,150191,1
AAG 3812,746796,1
AAE 9377,724740,1
SOF 7002,1076055,9
SJQ 480,1160028,9
SAJ 4184,471563,9
PAA 8187,16853,7
SBK 5593,1187231,9
HMV 749,136557,14
AAE 8829,719906,1
SCL 1774,458448,9
SAI 5608,462595,9
LMA 2536,43490,3
SAH 3442,423879,9
JFG 059,133162,12
B553800,494365,8
AAE 4614,718985,1
LEA 4496,101430,3
B536536,448947,8
ARV 236,735895,1
AQS 157,353772,1
B557502,509098,8
B122617,438102,8
FRA 1612,11135,11
B124468,425479,8
SAO 1992,388310,9
B577655,493337,8
SAE 3169,258664,9
DVE 0488,900024544,18
SCB 1836,323803,9
RAA6837,72474,17
AAD 7915,172699,1
SBN 9580,1184863,9
SAC 6461,946590,9
SAF 7370,907876,9
AQG 152,357520,1
SBL 6865,503504,9
SAZ 1221,318926,9
STP 0984,268146,9
SAR 7115,187404,9
ARZ 937,739174,1
SBM 7253,1059566,9
QAA 8653,129803,4
AAF-9396,735740,1
B130457,476615,8
AAC 5824,154780,1
SBJ 2784,1161229,9
SAH 2577,442596,9
SAZ 3679,445981,9
B212583,504170,8
SBG 6956,1106715,9
SAV 4406,510123,9
NAA 1510,101458,5
SAP 7975,401915,9
AAD 3775,176291,1
LAA 9881,94250,3
B563630,468859,8
SBC 2534,1004124,9
SBG 9363,1112650,9
SBC 8492,505346,9
SBH 1120,1114702,9
SAW 7010,474943,9
AAA 5316,212671,1
SAF 9373,389113,9
SBD 4714,1022299,9
CCB 4337,4135,13
SBN 8634,488602,9
AAG 5382,741818,1
B550647,497973,8
SAR 6284,512112,9
SAG 2279,490240,9
SBC 5615,1008466,9
AAS 6217,168979,1
SAS 6590,369745,9
GBA 2568,19484,0
AAB 7631,351146,1
B556716,506187,8
SAF 9522,463598,9
AAA 2715,250593,1
SBD 6413,1026189,9
ARZ 703,739919,1
SAN 1840,347668,9
SAO 2168,305040,9
OAC 816,21895,6
SBB 3538,269196,9
SAR 5551,433280,9
SAA 8107,999322,9
HAE 493,102418,14
AAF 1885,74043,1
SBP 7776,1137158,9
SBH 5354,400621,9
B506840,365925,8
LFD 950,112510,3
MAA4304,127128,15
SAN 1392,402713,9
LCF 973,108070,3
SAY 9031,448316,9
SAE 8434,414041,9
SAX 9499,317249,9
SBJ 7055,1169834,9
SAN 4150,457593,9
SAI 3462,425785,9
SAB 8074,937968,9
B132425,491152,8
QBI 2876,4000998,4
SBH 5280,1126531,9
SBJ 6498,1168464,9
SBP 9657,480312,9
SBJ 4974,1165547,9
GBA 2638,3308,0
B558754,514972,8
SBH 6529,1129711,9
B551831,488219,8
BBT634,512788,8
ATM 2436,130630,1
SAB 1438,929334,9
SBG 4031,1100012,9
SBE 6414,1048439,9
SAY 8777,438323,9
B709197,491178,8
SBJ 6065,1167727,9
LCG 536,112300,3
SAX 4835,478195,9
SCN 9230,434969,9
CCB 8375,5022,13
LKA 2515,38370,3
ARX-616,736769,1
SBY 4907,1117449,9
LGA 3474,63970,3
SAB 3998,933255,9
SBH 8787,1135322,9
SAQ 7476,470649,9
SAO 1705,409944,9
SAO 8699,472845,9
AAW 2588,747067,1
GAA 7406,27509,0
SBH 6882,1130555,9
MTP1286,91677,15
EMB 3698,901775634,2
HTP 061,101882,14
MAA6445,114706,15
SBC 5477,1008273,9
SAS 1919,497770,9
AAJ 8233,267089,1
NAC 3241,31589,5
SBD 9150,1031901,9
RBZ1032,9376,17
AAF 2531,273272,1
SCI 5768,502388,9
KMO149,12679,16
SAH 8841,436507,9
NAJ 1433,108427,5
SBG 5025,1102340,9
SAR 4621,419735,9
SAJ 7461,364182,9
SBG 7515,1110358,9
AQS 591,335467,1
LGA 3918,68670,3
SBP 7360,1030384,9
SBC 9443,1014862,9
SBD 3498,909479,9
B542218,435898,8
SAF 6196,487230,9
B556118,504300,8
SBG 5885,1104289,9
IAB 1105,347213,10
AAF 9316,729721,1
SAR 2168,911837,9
SBA 9660,410430,9
SKM 440,1091093,9
JSJ 0176,121343,12
SCM 1242,1178031,9
LMA 282,16740,3
AAD 7173,284222,1
AAG 6786,320241,1
SAQ 6588,458403,9
AAC 5752,371837,1
LAJ 163,89800,3
DSC 0484,54789,18
SBH 7945,1133177,9
PAE 324,104678,7
SCR 1331,938958,9
GTC 1155,11035,0
SBK 3879,1183394,9
B556196,503993,8
GBA 1054,1026,0
STC 2740,1137940,9
AAO 7664,373036,1
SAP 2108,371284,9
SAV 2235,995021,9
SBZ 3017,1121982,9
GAK 136,21128,0
AAB 4428,283926,1
AAC 3071,403246,1
SAY 5570,969083,9
SBZ 1904,1037986,9
SBK 4784,1185728,9
AAE 6476,310528,1
SAR 3524,255795,9
SAH 9000,378574,9
CCF 007,1003029,13
B519210,409989,8
QBI 5200,3307001,4
AAF-6021,724733,1
AAB 7687,315075,1
SAR 7363,348816,9
FRB 4125,6693,11
SGJ 473,1184969,9
SAO 1636,376574,9
SAG 4851,983465,9
PAA 7300,6556,7
B555727,501298,8
SBH 2695,1118799,9
RAA8863,78434,17
AAO 6809,118155,1
AAD 5507,372144,1
SES 89,1151943,9
DAR 188,68990,18
SAA 4600,920637,9
SBI 6172,1150216,9
SBC 8651,395900,9
SBI 8602,1154972,9
AAV 7915,249593,1
PVA 1679,21413,7
SBY 5099,925319,9
SBD 8498,1030623,9
SAS 8396,514649,9
SAW 2141,962094,9
SAP 7069,419395,9
BAS154,439078,8
B546985,474750,8
AAD 8440,228959,1
SAO 4415,396064,9
CCA 4966,110125,13
SAS 5301,367570,9
SAB 5795,935323,9
AAE 8368,288434,1
B707018,456898,8
B517212,406804,8
CCB 5472,1013,13
SFN 674,1143466,9
HAA 7992,143627,14
LPA 1804,24990,3
AAD 9328,168087,1
SEZ 982,1122597,9
SAI 9006,447086,9
SBK 2552,1180117,9
LFA 3690,49110,3
QAA 1129,3148401,4
SBW 2355,1049135,9
B112445,398850,8
AAA 2820,204080,1
SBL 4769,1022561,9
SAZ 9085,974887,9
SBE 9552,1058966,9
IAA 8704,348739,10
B557078,507131,8
B135229,475622,8
HLA 281,140084,14
SDG 140,1060052,9
AAE 4521,318117,1
SCG 4284,1083410,9
SAR 3379,417590,9
SFT 680,1155282,9
CCM 2133,1219,13
SBI 5942,1149708,9
AAA 9940,250487,1
SEI 194,1095884,9
JSJ-0550,113425,12
SBE 8466,1055547,9
SCM 1465,1129683,9
LGA 3432,63480,3
B563249,459490,8
SBK 2818,1180810,9
SAB 7876,937709,9
DAO 996,50719,18
SAF 1804,446512,9
KML414,17786,16
ASC 984,364983,1
AAC 9871,714559,1
SBP 9302,360108,9
AAG 4998,741152,1
BEA0821,515651,8
SAX 3160,990017,9
SAG 2982,312885,9
SAR 6794,427729,9
SAJ 2886,396143,9
LFB 972,98400,3
AAF 4088,231989,1
AAH 7229,305825,1
SAQ 4214,493311,9
SBH 7234,1131472,9
PAB 351,100130,7
SAF 2748,413028,9
HAH 113,148037,14
SBA 5984,293567,9
SAV 7267,478685,9
SBG 8519,1110771,9
SAK 5578,512514,9
SAK 3930,466832,9
B130956,479013,8
SAS 3907,476890,9
AQF 068,346970,1
OAA 8769,39096,6
SAW 4522,418040,9
SBC 6432,1009605,9
SAS 562,885430,9
B557729,510131,8
SBP 9120,1083973,9
SAR 3977,443800,9
AAE 6817,281713,1
AAA 4035,382960,1
SBG 2800,1096937,9
SAE 8442,469070,9
SAK 5098,391979,9
B133020,497614,8
SBC 2219,1003658,9
STP 3557,1083548,9
LJA 2949,21590,3
B123439,441837,8
B526793,424823,8
AAE 455,219114,1
SBD 7982,1029584,9
SBI 6849,1151831,9
AQT-621,157219,1
AAB 7044,305895,1
SBI 9736,1157171,9
AAH 4946,247528,1
AAG 1152,316156,1
JYC 761,137071,12
SBD 6952,1027304,9
SIH 040,1182507,9
QAB 9931,2299501,4
ATC 1670,747528,1
SAA 4283,920344,9
SEZ 517,1121917,9
SAI 9916,501358,9
AAE-4645,141315,1
SFV 57,1158073,9
KDJ895,40922,16
SBF 1700,1062915,9
SAU 8372,388005,9
KDJ633,40690,16
SAS 2228,494777,9
SBR 9721,1086401,9
SAE 4035,391100,9
SBK 4037,1183739,9
JYB 695,129870,12
SBD 6372,952216,9
SBA 1879,488472,9
AAC 7839,279400,1
SAJ 5173,984020,9
SBI 5000,1147990,9
B593096,507981,8
SBK 2438,1179844,9
STP 4003,990435,9
MAB3826,120981,15
HAB 726,146411,14
AAC-4720,428979,1
B585852,500539,8
SAE 7717,357386,9
SBG 1691,1094016,9
SAI 6215,224515,9
SBA 1929,395862,9
SCX 875,1047982,9
FRA 7315,4237,11
B538179,401458,8
FRA 9827,4406,11
STC 2797,1134983,9
B548868,478804,8
AAE 6122,234558,1
BTP1289,409017,8
CCA 7772,1056341,13
SAW 4038,462532,9
SBA 5732,980891,9
HAB 4008,112901,14
SAN 7653,472950,9
EMB 0680,500510,2
SAU 1642,407465,9
SCI 8693,1043899,9
B530557,434487,8
B536585,448667,8
SBJ 7750,1171256,9
SAB 5053,934439,9
B557284,511270,8
QAD 3367,4000354,4
SBK 5317,1186641,9
AAG 2072,734000,1
SEX 130,1118676,9
B529417,432047,8
PAA 8958,25997,7
SBE 1860,920204,9
SBC 6134,1009180,9
SGD 998,1175377,9
IAC 8028,341508,10
SBA 4301,488844,9
SBI 6599,1151225,9
CCA 4481,107373,13
LKA 1726,34220,3
AAG 7990,280939,1
B119153,422467,8
LDA 2692,92070,3
B130210,475203,8
AAD 6432,142859,1
B543707,466051,8
SAE 2022,505863,9
SAS 5389,988295,9
SAD 8069,986039,9
HAG 860,103266,14
MAB6182,98731,15
AAF 6721,303839,1
STU 914,1051279,9
SAQ 3764,467053,9
RAA6755,66295,17
B133458,501993,8
SBL 8613,481711,9
SAR 3111,442224,9
SAK 1575,373062,9
AAC-4232,349118,1
MAC1861,118594,15
B537240,449991,8
SAS 1050,454399,9
SAF 5594,451498,9
B512391,399083,8
B123656,443383,8
SBK 2371,1179684,9
SDE 204,1057284,9
AAB 3049,368241,1
SBJ 5890,421527,9
QAY 245,4003571,4
BHA0262,496920,8
SAJ 6064,346998,9
LDA 2439,91210,3
GAG 563,7508,0
AAC-1653,265108,1
B579684,519164,8
OAD 2911,39044,6
FRA 7480,10148,11
B552287,350808,8
AAB 4016,366140,1
FRA 5678,6752,11
SAB 1447,929317,9
STI 0006,1093865,9
ATM-4700,725883,1
SFO 186,1144403,9
SBJ 1011,1155673,9
SCI 7841,1116523,9
SCT 867,1041704,9
AAE 8810,130331,1
SAJ 5999,488530,9
SAW 7371,963088,9
LGE 228,60280,3
NAD 4839,100310,5
CCA 7305,1037364,13
B554161,495395,8
IAB 5425,355413,10
SBH 2570,1118518,9
SAU 8064,389315,9
SBK 3323,1182169,9
SGG 271,1179302,9
SAI 1309,451622,9
RAB4662,86505,17
SAR 8354,515114,9
B203507,256678,8
OAA 5754,28223,6
APM 577,379895,1
QAA 9336,1099401,4
B121595,433053,8
SBJ 3689,1163085,9
LED 286,70720,3
AAB 5054,173584,1
SAE 7136,512840,9
MAB5781,101877,15
EPE 856,363175,2
IAA 3934,342430,10
AAH-4926,730331,1
SAE 2415,374649,9
SBP 8203,948590,9
B525328,422047,8
GAA 3477,17138,0
KMB472,24925,16
SAU 4379,456537,9
JFC 492,134046,12
SAZ 5403,499039,9
B127272,459682,8
LDA 1154,87620,3
SAW 1713,268547,9
SBG 9160,1112238,9
B707426,461174,8
SBF 2096,1064293,9
SBD 8532,1030724,9
SEO 278,1106176,9
SAX 7755,420167,9
SAD 2394,952395,9
NAU 3130,105715,5
SAF 5972,473246,9
SBG 8223,1110144,9
AAB-2329,317677,1
B556919,506132,8
SBI 1267,1139003,9
JFB 0536,121618,12
AAA-9502,312928,1
SAF 4974,957667,9
RAB5480,111292,17
SBH 8575,1134760,9
SFV 300,1158500,9
AAD 9479,205300,1
AAD 1688,246330,1
SAQ 4703,472818,9
EMB 4174,901891850,2
SBF 2116,930200,9
SAC 9469,955979,9
SAD 1048,956299,9
SGJ 504,1184999,9
DAR 419,70676,18
FRA 6009,11192,11
SBR 7653,472523,9
ARW 127,735364,1
SBJ 4145,1164050,9
SBH 4468,1124305,9
AAB 2814,319540,1
SBB 3124,976984,9
OAC 739,30522,6
STP 4962,962641,9
B551160,486481,8
LCA 3766,82420,3
SCM 9231,1062306,9
SAS 9200,495070,9
SCF 1854,924745,9
SCP 9565,452664,9
SAR 3672,488537,9
SAK 7414,362425,9
SBH 7000,1130771,9
B709595,499424,8
SCM 2961,407516,9
DAR 827,73356,18
SBK 5676,1187383,9
SAK 3584,497683,9
LCA 1300,90520,3
SBI 6835,501804,9
SAK 5915,420018,9
SCN 2587,478141,9
SBI 7688,1153374,9
LEA 3109,91790,3
SAW 544,888257,9
B802401,458002,8
LDE 406,106410,3
SAA 2348,997735,9
